experiment_id,match_id,agent_1,agent_2,focal_agent,focal_side,opponent,focal_color,trials,opponent_trials,configuration_trials,game_id,seed,starter,s_trials,laura_simulations,winner,winner_agent,result,score,num_moves,total_game_time,mean_decision_time,total_decision_time,num_decisions
S_vs_Laura_alternating_50,S_vs_Laura_game_036,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,36,2062,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,7,10.860737800016068,2.1889086249866523,8.75563449994661,4
S_vs_Laura_alternating_50,S_vs_Laura_game_036,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,36,2062,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,7,10.860737800016068,0.7016368999805612,2.1049106999416836,3
S_vs_Laura_alternating_50,S_vs_Laura_game_037,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,37,2063,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,28,31.73813379998319,0.5959040428486853,8.342656599881593,14
S_vs_Laura_alternating_50,S_vs_Laura_game_037,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,37,2063,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,28,31.73813379998319,1.670965250003584,23.393513500050176,14
S_vs_Laura_alternating_50,S_vs_Laura_game_038,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,38,2064,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,9,13.638112500018906,2.023406120017171,10.117030600085855,5
S_vs_Laura_alternating_50,S_vs_Laura_game_038,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,38,2064,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,9,13.638112500018906,0.8801978749834234,3.5207914999336936,4
S_vs_Laura_alternating_50,S_vs_Laura_game_039,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,39,2065,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,20,33.63234020001255,0.7282301499973982,7.282301499973983,10
S_vs_Laura_alternating_50,S_vs_Laura_game_039,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,39,2065,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,20,33.63234020001255,2.63492301000515,26.3492301000515,10
S_vs_Laura_alternating_50,S_vs_Laura_game_040,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,40,2066,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,7,11.47242720000213,2.336643374990672,9.346573499962687,4
S_vs_Laura_alternating_50,S_vs_Laura_game_040,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,40,2066,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,7,11.47242720000213,0.7085471333314975,2.1256413999944925,3
S_vs_Laura_alternating_50,S_vs_Laura_game_041,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,41,2067,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,24,32.94874650001293,0.6706774583387111,8.048129500064533,12
S_vs_Laura_alternating_50,S_vs_Laura_game_041,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,41,2067,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,24,32.94874650001293,2.074950100000327,24.899401200003922,12
S_vs_Laura_alternating_50,S_vs_Laura_game_042,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,42,2068,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,7,11.252896199992392,2.249870400002692,8.999481600010768,4
S_vs_Laura_alternating_50,S_vs_Laura_game_042,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,42,2068,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,7,11.252896199992392,0.7510580666324435,2.2531741998973303,3
S_vs_Laura_alternating_50,S_vs_Laura_game_043,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,43,2069,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,24,33.2401477000094,0.6668910833347278,8.002693000016734,12
S_vs_Laura_alternating_50,S_vs_Laura_game_043,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,43,2069,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,24,33.2401477000094,2.1030052750041555,25.236063300049864,12
S_vs_Laura_alternating_50,S_vs_Laura_game_044,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,44,2070,Agente con rollouts heuristicos,50,100,draw,Draw,draw,0,42,34.298349799995776,1.2012498666715277,25.22624720010208,21
S_vs_Laura_alternating_50,S_vs_Laura_game_044,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,44,2070,Agente con rollouts heuristicos,50,100,draw,Draw,draw,0,42,34.298349799995776,0.431866161893898,9.069189399771858,21
S_vs_Laura_alternating_50,S_vs_Laura_game_045,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,45,2071,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,20,31.120694499986712,0.7241197600145824,7.241197600145824,10
S_vs_Laura_alternating_50,S_vs_Laura_game_045,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,45,2071,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,20,31.120694499986712,2.3878656299959404,23.878656299959403,10
S_vs_Laura_alternating_50,S_vs_Laura_game_046,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,46,2072,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,9,12.629086699977051,1.9001668800134213,9.500834400067106,5
S_vs_Laura_alternating_50,S_vs_Laura_game_046,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,46,2072,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,9,12.629086699977051,0.7819786250038305,3.127914500015322,4
S_vs_Laura_alternating_50,S_vs_Laura_game_047,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,47,2073,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,28,29.723393499967642,0.5343495714187156,7.480893999862019,14
S_vs_Laura_alternating_50,S_vs_Laura_game_047,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,47,2073,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,28,29.723393499967642,1.588629707136923,22.240815899916925,14
S_vs_Laura_alternating_50,S_vs_Laura_game_048,Agente con rollouts heuristicos,Agente Laura MCTS,Agente con rollouts heuristicos,agent_1,Agente Laura MCTS,first,50,100,50,48,2074,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,win,1,7,10.566833499993663,2.128967274999013,8.515869099996053,4
S_vs_Laura_alternating_50,S_vs_Laura_game_048,Agente con rollouts heuristicos,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente con rollouts heuristicos,second,100,50,100,48,2074,Agente con rollouts heuristicos,50,100,agent_1,Agente con rollouts heuristicos,loss,-1,7,10.566833499993663,0.6835818333202042,2.0507454999606125,3
S_vs_Laura_alternating_50,S_vs_Laura_game_049,Agente Laura MCTS,Agente con rollouts heuristicos,Agente Laura MCTS,agent_1,Agente con rollouts heuristicos,first,100,50,100,49,2075,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,loss,-1,24,31.637897500011604,0.6434320500023508,7.721184600028209,12
S_vs_Laura_alternating_50,S_vs_Laura_game_049,Agente Laura MCTS,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Laura MCTS,second,50,100,50,49,2075,Agente Laura MCTS,50,100,agent_2,Agente con rollouts heuristicos,win,1,24,31.637897500011604,1.992949391657021,23.91539269988425,12
