experiment_id,match_id,agent_1,agent_2,focal_agent,focal_side,opponent,focal_color,trials,opponent_trials,configuration_trials,game_id,seed,starter,laura_simulations,mario_agent,winner,winner_agent,result,score,num_moves,total_game_time,mean_decision_time,total_decision_time,num_decisions
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_045,Agente Mario,Agente Laura MCTS,Agente Mario,agent_1,Agente Laura MCTS,first,0,100,0,45,2071,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,loss,-1,40,10.53525209997315,0.003721029995358549,0.07442059990717098,20
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_045,Agente Mario,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente Mario,second,100,0,100,45,2071,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,win,1,40,10.53525209997315,0.5229286199930356,10.458572399860714,20
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_046,Agente Laura MCTS,Agente Mario,Agente Laura MCTS,agent_1,Agente Mario,first,100,0,100,46,2072,Agente Laura MCTS,100,Winner,agent_2,Agente Mario,loss,-1,30,9.813100099971052,0.6498851799871772,9.748277699807659,15
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_046,Agente Laura MCTS,Agente Mario,Agente Mario,agent_2,Agente Laura MCTS,second,0,100,0,46,2072,Agente Laura MCTS,100,Winner,agent_2,Agente Mario,win,1,30,9.813100099971052,0.004216146663141748,0.06324219994712621,15
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_047,Agente Mario,Agente Laura MCTS,Agente Mario,agent_1,Agente Laura MCTS,first,0,100,0,47,2073,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,loss,-1,40,10.691212199977599,0.0037424399954034014,0.07484879990806803,20
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_047,Agente Mario,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente Mario,second,100,0,100,47,2073,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,win,1,40,10.691212199977599,0.5307012499921256,10.614024999842513,20
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_048,Agente Laura MCTS,Agente Mario,Agente Laura MCTS,agent_1,Agente Mario,first,100,0,100,48,2074,Agente Laura MCTS,100,Winner,agent_2,Agente Mario,loss,-1,30,9.633572200022172,0.6380167199919621,9.570250799879432,15
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_048,Agente Laura MCTS,Agente Mario,Agente Mario,agent_2,Agente Laura MCTS,second,0,100,0,48,2074,Agente Laura MCTS,100,Winner,agent_2,Agente Mario,win,1,30,9.633572200022172,0.004123013338539749,0.06184520007809624,15
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_049,Agente Mario,Agente Laura MCTS,Agente Mario,agent_1,Agente Laura MCTS,first,0,100,0,49,2075,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,loss,-1,40,10.591660399979446,0.0037255600007483737,0.07451120001496747,20
Laura_vs_Mario_alternating_50,Laura_vs_Mario_game_049,Agente Mario,Agente Laura MCTS,Agente Laura MCTS,agent_2,Agente Mario,second,100,0,100,49,2075,Agente Mario,100,Winner,agent_2,Agente Laura MCTS,win,1,40,10.591660399979446,0.5257404700096231,10.514809400192462,20
