experiment_id,match_id,agent_1,agent_2,focal_agent,focal_side,opponent,focal_color,trials,opponent_trials,configuration_trials,game_id,seed,winner,winner_agent,result,score,num_moves,total_game_time,mean_decision_time
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_4,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,4,2230,agent_1,Agente con rollouts aleatorios,win,1,9,0.5779652000055648,0.0687641400087159
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_4,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,4,2230,agent_1,Agente con rollouts aleatorios,loss,-1,9,0.5779652000055648,0.0570013249962357
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_5,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,5,2231,draw,draw,draw,0,42,2.632044500001939,0.0596700904785566
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_5,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,5,2231,draw,draw,draw,0,42,2.632044500001939,0.0623865952352172
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_6,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,6,2232,agent_2,Agente con rollouts aleatorios,loss,-1,14,0.797406099998625,0.0558507857162372
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_6,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,6,2232,agent_2,Agente con rollouts aleatorios,win,1,14,0.797406099998625,0.0571311571402475
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_7,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,7,2233,agent_2,Agente con rollouts aleatorios,loss,-1,14,0.8479798999906052,0.0625555142885007
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_7,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,7,2233,agent_2,Agente con rollouts aleatorios,win,1,14,0.8479798999906052,0.0573740857195973
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_8,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,8,2234,agent_1,Agente con rollouts aleatorios,win,1,23,1.532574899989413,0.0653836833347061
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_8,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,8,2234,agent_1,Agente con rollouts aleatorios,loss,-1,23,1.532574899989413,0.0659142727222801
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_9,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,9,2235,agent_1,Agente con rollouts aleatorios,win,1,21,1.2567998000013176,0.0524886000017762
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_9,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,9,2235,agent_1,Agente con rollouts aleatorios,loss,-1,21,1.2567998000013176,0.0660065800009761
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_10,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,10,2236,agent_1,Agente con rollouts aleatorios,win,1,17,0.9062303999962752,0.0550908666660284
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_10,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,10,2236,agent_1,Agente con rollouts aleatorios,loss,-1,17,0.9062303999962752,0.0500677125019137
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_11,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,11,2237,agent_2,Agente con rollouts aleatorios,loss,-1,22,1.4376604999997653,0.069326581814411
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_11,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,11,2237,agent_2,Agente con rollouts aleatorios,win,1,22,1.4376604999997653,0.0597977000024085
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_12,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,12,2238,agent_2,Agente con rollouts aleatorios,loss,-1,18,1.129145700018853,0.061427533335518
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_12,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,12,2238,agent_2,Agente con rollouts aleatorios,win,1,18,1.129145700018853,0.062197211114431
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_13,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,13,2239,agent_2,Agente con rollouts aleatorios,loss,-1,14,0.8597133999865036,0.0605665714371882
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_13,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,13,2239,agent_2,Agente con rollouts aleatorios,win,1,14,0.8597133999865036,0.0607530285737344
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_14,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,14,2240,agent_1,Agente con rollouts aleatorios,win,1,9,0.5909270999836735,0.0774174599966499
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_14,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,14,2240,agent_1,Agente con rollouts aleatorios,loss,-1,9,0.5909270999836735,0.0493553249980323
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_15,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,15,2241,agent_1,Agente con rollouts aleatorios,win,1,11,0.8048120999883395,0.0757610166619997
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_15,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,15,2241,agent_1,Agente con rollouts aleatorios,loss,-1,11,0.8048120999883395,0.0686891400022432
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_16,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,16,2242,agent_2,Agente con rollouts aleatorios,loss,-1,26,1.4204476999875624,0.0556621153865797
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_16,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,16,2242,agent_2,Agente con rollouts aleatorios,win,1,26,1.4204476999875624,0.0519093000016605
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_17,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,17,2243,agent_1,Agente con rollouts aleatorios,win,1,15,0.934446700004628,0.0620301750022918
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_17,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,17,2243,agent_1,Agente con rollouts aleatorios,loss,-1,15,0.934446700004628,0.0610081571420388
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_18,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,18,2244,agent_2,Agente con rollouts aleatorios,loss,-1,18,1.0976330999983477,0.0667586222213382
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_18,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,18,2244,agent_2,Agente con rollouts aleatorios,win,1,18,1.0976330999983477,0.0536674111079062
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_19,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,19,2245,agent_2,Agente con rollouts aleatorios,loss,-1,10,0.5989492000080645,0.0596089799946639
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_19,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,19,2245,agent_2,Agente con rollouts aleatorios,win,1,10,0.5989492000080645,0.0585335400013718
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_20,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,20,2246,agent_1,Agente con rollouts aleatorios,win,1,25,1.6167543999908958,0.0600576999982317
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_20,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,20,2246,agent_1,Agente con rollouts aleatorios,loss,-1,25,1.6167543999908958,0.06764473333169
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_21,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,21,2247,agent_1,Agente con rollouts aleatorios,win,1,7,0.4350125000055413,0.0591243000017129
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_21,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,21,2247,agent_1,Agente con rollouts aleatorios,loss,-1,7,0.4350125000055413,0.0650686999918737
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_22,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,22,2248,agent_2,Agente con rollouts aleatorios,loss,-1,24,1.478159399994183,0.0586131750023923
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_22,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,22,2248,agent_2,Agente con rollouts aleatorios,win,1,24,1.478159399994183,0.0626492499989884
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_23,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,23,2249,agent_1,Agente con rollouts aleatorios,win,1,17,1.2415809000085574,0.0635346111117137
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_23,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,23,2249,agent_1,Agente con rollouts aleatorios,loss,-1,17,1.2415809000085574,0.0815792250032245
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_24,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,24,2250,agent_1,Agente con rollouts aleatorios,win,1,15,0.8152038999833167,0.051133787506842
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_24,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,24,2250,agent_1,Agente con rollouts aleatorios,loss,-1,15,0.8152038999833167,0.0562524142899617
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_25,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,25,2251,agent_1,Agente con rollouts aleatorios,win,1,19,1.0850367000093684,0.0527946100017288
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_25,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,25,2251,agent_1,Agente con rollouts aleatorios,loss,-1,19,1.0850367000093684,0.0603896777805251
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_26,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,26,2252,agent_2,Agente con rollouts aleatorios,loss,-1,10,0.6117663999903016,0.0718900600099004
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_26,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,26,2252,agent_2,Agente con rollouts aleatorios,win,1,10,0.6117663999903016,0.0494771800062153
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_27,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,27,2253,agent_1,Agente con rollouts aleatorios,win,1,11,0.6356593999953475,0.0574806166696362
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_27,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,27,2253,agent_1,Agente con rollouts aleatorios,loss,-1,11,0.6356593999953475,0.056893179990584
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_28,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,28,2254,agent_1,Agente con rollouts aleatorios,win,1,15,0.8181313000095543,0.0585196249994623
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_28,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,28,2254,agent_1,Agente con rollouts aleatorios,loss,-1,15,0.8181313000095543,0.0486065714254177
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_29,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,29,2255,agent_2,Agente con rollouts aleatorios,loss,-1,30,2.1516083999886177,0.0750652933396243
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_29,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,29,2255,agent_2,Agente con rollouts aleatorios,win,1,30,2.1516083999886177,0.0660408600000664
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_30,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,30,2256,agent_1,Agente con rollouts aleatorios,win,1,25,1.828269799996633,0.0740979076900447
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_30,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,30,2256,agent_1,Agente con rollouts aleatorios,loss,-1,25,1.828269799996633,0.0699882249997851
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_31,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,31,2257,agent_1,Agente con rollouts aleatorios,win,1,17,1.152540000010049,0.0622486111112973
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_31,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,31,2257,agent_1,Agente con rollouts aleatorios,loss,-1,17,1.152540000010049,0.0723895375012944
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_32,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,32,2258,agent_2,Agente con rollouts aleatorios,loss,-1,26,1.7362910000083502,0.0719739923079032
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_32,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,32,2258,agent_2,Agente con rollouts aleatorios,win,1,26,1.7362910000083502,0.0597416461543896
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_33,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,33,2259,agent_2,Agente con rollouts aleatorios,loss,-1,20,1.3434411000052933,0.0692497899959562
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_33,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,33,2259,agent_2,Agente con rollouts aleatorios,win,1,20,1.3434411000052933,0.0629634700046153
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_34,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,34,2260,agent_1,Agente con rollouts aleatorios,win,1,27,1.7317063999944369,0.0614290714272231
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_34,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,34,2260,agent_1,Agente con rollouts aleatorios,loss,-1,27,1.7317063999944369,0.0645365999953355
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_35,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,35,2261,agent_2,Agente con rollouts aleatorios,loss,-1,16,1.10051679998287,0.0706393375003244
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_35,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,35,2261,agent_2,Agente con rollouts aleatorios,win,1,16,1.10051679998287,0.0654536125002778
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_36,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,36,2262,agent_1,Agente con rollouts aleatorios,win,1,31,1.743059100001119,0.0550693500008492
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_36,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,36,2262,agent_1,Agente con rollouts aleatorios,loss,-1,31,1.743059100001119,0.0553604199977902
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_37,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,37,2263,agent_2,Agente con rollouts aleatorios,loss,-1,34,1.7807393000111915,0.051125535292907
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_37,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,37,2263,agent_2,Agente con rollouts aleatorios,win,1,34,1.7807393000111915,0.0509794647069237
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_38,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,38,2264,agent_2,Agente con rollouts aleatorios,loss,-1,30,1.2655865999986418,0.0418390866660047
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_38,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,38,2264,agent_2,Agente con rollouts aleatorios,win,1,30,1.2655865999986418,0.0406706066685728
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_39,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,39,2265,agent_2,Agente con rollouts aleatorios,loss,-1,12,0.6870682000007946,0.0565090666641481
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_39,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,39,2265,agent_2,Agente con rollouts aleatorios,win,1,12,0.6870682000007946,0.0569910833291942
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_40,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,40,2266,agent_2,Agente con rollouts aleatorios,loss,-1,10,0.5753694000013638,0.0599171200010459
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_40,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,40,2266,agent_2,Agente con rollouts aleatorios,win,1,10,0.5753694000013638,0.0541497599915601
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_41,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,41,2267,agent_2,Agente con rollouts aleatorios,loss,-1,26,1.699151000007987,0.0666633923090277
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_41,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,41,2267,agent_2,Agente con rollouts aleatorios,win,1,26,1.699151000007987,0.0620733846153598
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_42,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,42,2268,agent_1,Agente con rollouts aleatorios,win,1,9,0.568490900011966,0.0609765999950468
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_42,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,42,2268,agent_1,Agente con rollouts aleatorios,loss,-1,9,0.568490900011966,0.06466264998744
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_43,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,43,2269,agent_1,Agente con rollouts aleatorios,win,1,21,1.1581721999973524,0.054890409093456
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_43,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_2,Agente con rollouts aleatorios,second,1.0,1.0,1,43,2269,agent_1,Agente con rollouts aleatorios,loss,-1,21,1.1581721999973524,0.0537536299991188
Agente con rollouts aleatorios_self_play_trials_1,Agente con rollouts aleatorios_self_play_trials_1_game_44,Agente con rollouts aleatorios,Agente con rollouts aleatorios,Agente con rollouts aleatorios,agent_1,Agente con rollouts aleatorios,first,1.0,1.0,1,44,2270,agent_2,Agente con rollouts aleatorios,loss,-1,22,1.2158091999881435,0.0548378999969414
