experiment_id,match_id,agent_1,agent_2,focal_agent,focal_side,opponent,focal_color,trials,opponent_trials,configuration_trials,game_id,seed,starter,s_trials,mario_agent,winner,winner_agent,result,score,num_moves,total_game_time,mean_decision_time,total_decision_time,num_decisions
S_vs_Mario_alternating_50,S_vs_Mario_game_022,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,22,2048,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.474629000003915,1.8657578000129433,7.463031200051773,4
S_vs_Mario_alternating_50,S_vs_Mario_game_022,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,22,2048,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.474629000003915,0.0038072666696583233,0.01142180000897497,3
S_vs_Mario_alternating_50,S_vs_Mario_game_023,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,23,2049,Agente Mario,50,Winner,draw,Draw,draw,0,42,26.400598699983675,0.004451747615045558,0.0934866999159567,21
S_vs_Mario_alternating_50,S_vs_Mario_game_023,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,23,2049,Agente Mario,50,Winner,draw,Draw,draw,0,42,26.400598699983675,1.2525772476136419,26.30412219988648,21
S_vs_Mario_alternating_50,S_vs_Mario_game_024,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,24,2050,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.677686700015329,1.9161787249904592,7.664714899961837,4
S_vs_Mario_alternating_50,S_vs_Mario_game_024,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,24,2050,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.677686700015329,0.0042395333099799854,0.012718599929939955,3
S_vs_Mario_alternating_50,S_vs_Mario_game_025,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,25,2051,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,34,24.56420480000088,0.004797788241001613,0.08156240009702742,17
S_vs_Mario_alternating_50,S_vs_Mario_game_025,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,25,2051,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,34,24.56420480000088,1.4400378235287088,24.48064299998805,17
S_vs_Mario_alternating_50,S_vs_Mario_game_026,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,26,2052,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.5374614000320435,1.881034650010406,7.524138600041624,4
S_vs_Mario_alternating_50,S_vs_Mario_game_026,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,26,2052,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.5374614000320435,0.004363999973672132,0.013091999921016395,3
